,India,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Cameroon,Nepal,Malaysia,Grenada,Dominican Republic,Philippines,Brazil,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Maldives,Puerto Rico,Pakistan,Zimbabwe,Bangladesh,Venezuela (Bolivarian Republic of),Melanesia,Guadeloupe,Yemen,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Iran (Islamic Republic of),Guatemala,Nigeria,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Fiji,Rwanda,Morocco,Congo,Mexico,Ecuador,Honduras,Panama,Israel,Réunion,China,Suriname,Tunisia,Côte d'Ivoire,Colombia,Jamaica,Trinidad and Tobago,Chile,Guinea-Bissau,Polynesia,South Africa,Samoa,Australia,Singapore,Thailand,Ghana,"China, mainland",Oman,Mali,Timor-Leste
1971,246806.0,10500.0,32000.0,6600.0,55394.0,21261.0,33000.0,-1.0,-1.0,-1.0,5000.0,-1.0,7275.0,55000.0,62050.0,4880.0,40.0,-1.0,300000.0,-1.0,510.0,-1.0,-1.0,19955.0,31190.0,-1.0,-1.0,-1.0,-1.0,153000.0,-1.0,9401.0,-1.0,-1.0,350000.0,-1.0,1150.0,-1.0,2700.0,14833.0,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,144539.0,45000.0,-1.0,-1.0,-1.0,-1.0,21261.0,-1.0,-1.0,-1.0,40000.0,826.0,-1.0,620.0,1280.0,10040.0,20859.0,10000.0,4880.0,-1.0,65000.0,-1.0,-1.0,-1.0,8000.0,-1.0
1972,188867.0,10800.0,32000.0,7050.0,55650.0,19115.0,34000.0,-1.0,-1.0,-1.0,6000.0,-1.0,7626.0,54940.0,62050.0,4921.0,40.0,-1.0,300000.0,-1.0,550.0,-1.0,-1.0,19412.0,33311.0,-1.0,-1.0,-1.0,-1.0,156200.0,-1.0,11673.0,-1.0,-1.0,350000.0,-1.0,1460.0,-1.0,2700.0,32585.0,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,168907.0,40000.0,-1.0,-1.0,-1.0,-1.0,19115.0,-1.0,-1.0,-1.0,41500.0,1506.0,-1.0,610.0,1360.0,10040.0,23181.0,10000.0,4921.0,-1.0,65000.0,-1.0,-1.0,-1.0,8000.0,-1.0
1973,218318.0,11000.0,32000.0,5000.0,56815.0,27685.0,34000.0,-1.0,-1.0,-1.0,6000.0,-1.0,7824.0,52860.0,63531.0,3522.0,40.0,-1.0,280000.0,-1.0,600.0,-1.0,-1.0,19071.0,35649.0,-1.0,10.0,-1.0,-1.0,158500.0,-1.0,14889.0,-1.0,-1.0,350000.0,-1.0,1670.0,-1.0,2786.0,37443.0,2050.0,-1.0,-1.0,-1.0,-1.0,-1.0,184024.0,35000.0,-1.0,-1.0,-1.0,-1.0,27685.0,-1.0,-1.0,-1.0,42900.0,1940.0,-1.0,600.0,1450.0,10040.0,18201.0,10000.0,3522.0,-1.0,86000.0,-1.0,-1.0,-1.0,8000.0,-1.0
1974,226211.0,11200.0,34000.0,6500.0,60738.0,41595.0,34000.0,-1.0,-1.0,-1.0,8000.0,-1.0,8000.0,53019.0,62589.0,2475.0,50.0,-1.0,181200.0,-1.0,600.0,-1.0,-1.0,19290.0,34113.0,-1.0,10.0,-1.0,-1.0,162700.0,-1.0,16884.0,-1.0,-1.0,350000.0,-1.0,1210.0,-1.0,3000.0,42843.0,2050.0,-1.0,-1.0,-1.0,-1.0,-1.0,176012.0,35000.0,-1.0,-1.0,-1.0,-1.0,41595.0,-1.0,-1.0,-1.0,44300.0,1629.0,-1.0,590.0,1500.0,10550.0,20415.0,10500.0,2475.0,-1.0,86000.0,-1.0,-1.0,-1.0,10000.0,-1.0
1975,224900.0,12000.0,34000.0,6750.0,66357.0,34430.0,35000.0,-1.0,-1.0,-1.0,10000.0,-1.0,8200.0,61459.0,68933.0,2392.0,60.0,-1.0,255700.0,-1.0,580.0,-1.0,-1.0,19066.0,31125.0,-1.0,10.0,-1.0,-1.0,164900.0,-1.0,18096.0,-1.0,-1.0,380000.0,-1.0,1300.0,-1.0,3000.0,26819.0,2092.0,-1.0,-1.0,-1.0,-1.0,-1.0,261547.0,30000.0,-1.0,-1.0,-1.0,-1.0,34430.0,-1.0,-1.0,-1.0,45769.0,1972.0,-1.0,591.0,1600.0,10560.0,20633.0,10500.0,2392.0,-1.0,86000.0,-1.0,-1.0,-1.0,10000.0,-1.0
1976,232571.0,12000.0,34000.0,6875.0,70344.0,32513.0,36000.0,-1.0,-1.0,-1.0,10000.0,-1.0,8400.0,78326.0,88060.0,2771.0,80.0,-1.0,223120.0,-1.0,550.0,-1.0,-1.0,19255.0,30761.0,-1.0,20.0,-1.0,-1.0,166600.0,-1.0,22696.0,-1.0,-1.0,380000.0,-1.0,1920.0,-1.0,3000.0,31607.0,2092.0,-1.0,-1.0,-1.0,-1.0,-1.0,223725.0,21021.0,-1.0,-1.0,-1.0,-1.0,32513.0,-1.0,-1.0,-1.0,39060.0,2341.0,-1.0,591.0,1600.0,10580.0,20010.0,10500.0,2771.0,-1.0,86000.0,-1.0,-1.0,-1.0,10000.0,-1.0
1977,450441.0,12000.0,36000.0,6875.0,63468.0,18950.0,36000.0,-1.0,-1.0,-1.0,9000.0,-1.0,8500.0,86362.0,116349.0,2868.0,120.0,-1.0,244470.0,-1.0,550.0,-1.0,-1.0,20205.0,41011.0,-1.0,100.0,-1.0,-1.0,168300.0,-1.0,28825.0,-1.0,-1.0,380000.0,-1.0,1030.0,-1.0,3000.0,65504.0,2092.0,-1.0,-1.0,-1.0,-1.0,-1.0,282161.0,21527.0,-1.0,-1.0,-1.0,-1.0,18950.0,-1.0,-1.0,-1.0,50280.0,2536.0,-1.0,591.0,1500.0,10620.0,19784.0,10500.0,2868.0,500.0,86000.0,-1.0,-1.0,-1.0,10000.0,-1.0
1978,408510.0,13000.0,36000.0,3690.0,44824.0,26066.0,36000.0,-1.0,-1.0,-1.0,9000.0,-1.0,8800.0,86488.0,155738.0,2584.0,160.0,-1.0,220000.0,-1.0,536.0,-1.0,-1.0,20472.0,35505.0,-1.0,200.0,-1.0,-1.0,164200.0,-1.0,40800.0,-1.0,-1.0,380000.0,-1.0,1500.0,-1.0,3000.0,52828.0,2092.0,-1.0,-1.0,-1.0,-1.0,-1.0,284940.0,20724.0,-1.0,-1.0,-1.0,-1.0,26066.0,-1.0,-1.0,-1.0,58080.0,2083.0,-1.0,400.0,1500.0,10660.0,20354.0,10500.0,2584.0,500.0,86000.0,-1.0,-1.0,-1.0,10000.0,-1.0
1979,419002.0,13000.0,36000.0,4795.0,42784.0,63493.0,38000.0,-1.0,-1.0,-1.0,12000.0,-1.0,8900.0,84675.0,201071.0,2690.0,200.0,-1.0,263572.0,-1.0,950.0,-1.0,-1.0,20311.0,34998.0,-1.0,125.0,39500.0,-1.0,170000.0,-1.0,27200.0,-1.0,-1.0,380000.0,-1.0,1400.0,-1.0,3100.0,23176.0,2100.0,-1.0,-1.0,-1.0,-1.0,-1.0,209307.0,17271.0,-1.0,-1.0,-1.0,-1.0,63493.0,-1.0,-1.0,-1.0,64720.0,1480.0,-1.0,270.0,1500.0,10700.0,25135.0,10500.0,2690.0,500.0,86000.0,-1.0,-1.0,1800.0,12000.0,-1.0
1980,413467.0,13500.0,37000.0,6615.0,45716.0,54334.0,38000.0,-1.0,-1.0,-1.0,18000.0,-1.0,6100.0,95195.0,241981.0,3102.0,280.0,-1.0,315229.0,-1.0,1600.0,6743.0,-1.0,20719.0,35271.0,-1.0,-1.0,41250.0,-1.0,173400.0,-1.0,33600.0,-1.0,-1.0,400000.0,-1.0,870.0,-1.0,3200.0,38111.0,2100.0,-1.0,-1.0,-1.0,-1.0,-1.0,194677.0,20265.0,-1.0,-1.0,-1.0,-1.0,54334.0,-1.0,-1.0,-1.0,65040.0,1249.0,-1.0,300.0,1500.0,10780.0,21753.0,10500.0,3102.0,500.0,86000.0,-1.0,-1.0,1820.0,12000.0,-1.0
1981,248129.0,13800.0,39000.0,6860.0,43491.0,75273.0,38000.0,-1.0,-1.0,-1.0,22000.0,-1.0,8500.0,104487.0,251569.0,3651.0,360.0,-1.0,322952.0,-1.0,2300.0,6657.0,-1.0,24893.0,33211.0,-1.0,10.0,37612.0,-1.0,178500.0,-1.0,42600.0,-1.0,-1.0,400000.0,-1.0,1400.0,-1.0,3300.0,33291.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1.0,247646.0,24390.0,-1.0,-1.0,-1.0,-1.0,75273.0,-1.0,-1.0,-1.0,55000.0,1929.0,-1.0,310.0,1500.0,10360.0,24643.0,10000.0,3651.0,1000.0,86000.0,-1.0,-1.0,1830.0,14000.0,-1.0
1982,358457.0,14000.0,39000.0,9040.0,43753.0,44548.0,38000.0,-1.0,-1.0,-1.0,15000.0,-1.0,8800.0,91800.0,246418.0,3770.0,450.0,-1.0,294763.0,-1.0,2500.0,6970.0,-1.0,26168.0,33387.0,-1.0,10.0,39434.0,-1.0,183600.0,-1.0,23600.0,20.0,-1.0,400000.0,-1.0,1100.0,-1.0,3400.0,37688.0,2300.0,-1.0,-1.0,-1.0,-1.0,-1.0,332921.0,24498.0,-1.0,-1.0,-1.0,-1.0,44548.0,-1.0,-1.0,-1.0,60000.0,1662.0,-1.0,330.0,1500.0,9450.0,19374.0,9000.0,3770.0,1500.0,86000.0,-1.0,-1.0,1850.0,14000.0,-1.0
1983,325544.0,14200.0,39000.0,9395.0,32223.0,72660.0,40000.0,-1.0,-1.0,-1.0,12000.0,-1.0,8900.0,80824.0,272644.0,3221.0,500.0,-1.0,240502.0,-1.0,3170.0,6960.0,-1.0,27517.0,34405.0,-1.0,50.0,39434.0,-1.0,190400.0,-1.0,28100.0,21.0,-1.0,400000.0,-1.0,1500.0,-1.0,7749.0,46550.0,2400.0,-1.0,-1.0,-1.0,-1.0,-1.0,425145.0,22560.0,-1.0,-1.0,-1.0,500.0,72660.0,-1.0,-1.0,-1.0,50800.0,1652.0,-1.0,380.0,1500.0,9000.0,19577.0,8500.0,3221.0,2000.0,100000.0,-1.0,-1.0,1870.0,16000.0,-1.0
1984,254000.0,14500.0,38000.0,14580.0,35515.0,76706.0,40000.0,-1.0,-1.0,-1.0,25000.0,-1.0,8247.0,87291.0,552070.0,4163.0,600.0,-1.0,269024.0,-1.0,2268.0,7080.0,-1.0,27283.0,32365.0,-1.0,60.0,41137.0,-1.0,195500.0,-1.0,36300.0,22.0,-1.0,400000.0,-1.0,1400.0,-1.0,7500.0,41511.0,2500.0,-1.0,-1.0,-1.0,-1.0,-1.0,764511.0,24708.0,-1.0,-1.0,-1.0,638.0,76706.0,-1.0,-1.0,-1.0,41774.0,2127.0,-1.0,420.0,1500.0,8600.0,19761.0,8000.0,4163.0,2530.0,100000.0,-1.0,-1.0,1900.0,16000.0,-1.0
1985,240000.0,14500.0,40000.0,13406.0,46067.0,92978.0,40000.0,-1.0,-1.0,-1.0,25000.0,-1.0,8477.0,90312.0,599063.0,4220.0,500.0,-1.0,255423.0,-1.0,2495.0,7372.0,-1.0,28205.0,32733.0,100.0,60.0,42880.0,-1.0,200100.0,-1.0,27200.0,22.0,-1.0,400000.0,-1.0,1400.0,-1.0,7500.0,37400.0,2500.0,-1.0,100.0,-1.0,-1.0,-1.0,659524.0,30811.0,-1.0,-1.0,-1.0,545.0,92978.0,-1.0,-1.0,-1.0,52700.0,2080.0,-1.0,450.0,1500.0,8300.0,23240.0,7800.0,4220.0,1770.0,100000.0,-1.0,-1.0,1930.0,16000.0,-1.0
1986,278767.0,15000.0,40000.0,14470.0,67110.0,91147.0,42000.0,-1.0,-1.0,-1.0,25000.0,-1.0,8640.0,94264.0,895945.0,4251.0,600.0,-1.0,314816.0,-1.0,3198.0,7415.0,-1.0,28700.0,34967.0,280.0,60.0,48474.0,-1.0,201400.0,-1.0,28100.0,27.0,-1.0,400000.0,-1.0,1500.0,-1.0,7500.0,32921.0,2600.0,-1.0,280.0,-1.0,-1.0,-1.0,713619.0,34448.0,-1.0,-1.0,-1.0,545.0,91147.0,-1.0,-1.0,-1.0,48622.0,2202.0,-1.0,600.0,1500.0,8200.0,23070.0,7600.0,4251.0,1770.0,100000.0,-1.0,-1.0,1950.0,16000.0,-1.0
1987,276346.0,12559.0,41000.0,15483.0,79941.0,117412.0,43000.0,-1.0,-1.0,-1.0,27000.0,151.0,13910.0,93500.0,644668.0,4819.0,400.0,-1.0,321000.0,-1.0,4082.0,7631.0,-1.0,29655.0,33547.0,385.0,60.0,56398.0,-1.0,202700.0,-1.0,30800.0,31.0,-1.0,400000.0,-1.0,1500.0,-1.0,7500.0,40671.0,2600.0,-1.0,385.0,-1.0,-1.0,-1.0,548382.0,30555.0,-1.0,-1.0,-1.0,640.0,117412.0,-1.0,-1.0,-1.0,58137.0,2613.0,-1.0,800.0,1600.0,7900.0,28944.0,7500.0,4819.0,1800.0,100000.0,-1.0,-1.0,1980.0,16000.0,-1.0
1988,386486.0,11932.0,44000.0,16100.0,101564.0,116626.0,43000.0,-1.0,-1.0,-1.0,26600.0,154.0,17383.0,94560.0,921474.0,4473.0,995.0,-1.0,345957.0,-1.0,3401.0,8269.0,-1.0,40000.0,31678.0,167.0,50.0,56481.0,-1.0,203600.0,-1.0,31750.0,285.0,-1.0,400000.0,-1.0,1500.0,-1.0,12000.0,36066.0,2700.0,-1.0,167.0,-1.0,-1.0,-1.0,436377.0,30454.0,-1.0,-1.0,50.0,1030.0,116626.0,-1.0,10.0,-1.0,71205.0,2902.0,-1.0,1500.0,1600.0,8395.0,31729.0,7400.0,4473.0,970.0,100000.0,-1.0,-1.0,2000.0,16000.0,-1.0
1989,354304.0,12408.0,44000.0,17050.0,87228.0,75636.0,44000.0,556.0,-1.0,-1.0,26500.0,159.0,13000.0,97630.0,560731.0,5099.0,900.0,-1.0,323035.0,-1.0,3402.0,6120.0,-1.0,28045.0,30284.0,246.0,50.0,57215.0,-1.0,204500.0,-1.0,33570.0,301.0,-1.0,498000.0,-1.0,1500.0,-1.0,25200.0,30524.0,2800.0,-1.0,246.0,-1.0,-1.0,-1.0,284089.0,32219.0,-1.0,4900.0,50.0,1030.0,75636.0,-1.0,30.0,-1.0,79916.0,3175.0,-1.0,2000.0,1600.0,8000.0,26589.0,7100.0,5099.0,348.0,100000.0,-1.0,-1.0,2300.0,16000.0,-1.0
1990,451497.0,12534.0,44348.0,17900.0,65614.0,80300.0,45000.0,528.0,5.0,26400.0,36500.0,162.0,55000.0,84855.0,546194.0,5100.0,600.0,-1.0,349561.0,-1.0,1587.0,6317.0,40.0,28490.0,32290.0,374.0,45.0,50609.0,-1.0,230000.0,-1.0,31070.0,312.0,16560.0,517000.0,-1.0,1421.0,100.0,16436.0,39909.0,2800.0,-1.0,374.0,-1.0,-1.0,1500.0,249545.0,23797.0,550.0,4698.0,64.0,620.0,82300.0,210.0,50.0,3000.0,40121.0,3861.0,-1.0,2515.0,1661.0,7200.0,30598.0,6600.0,5100.0,220.0,100000.0,-1.0,2000.0,2450.0,20000.0,-1.0
1991,805300.0,12656.0,45253.0,19000.0,77146.0,122904.0,44000.0,1213.0,6.0,28600.0,37000.0,181.0,55000.0,92764.0,643716.0,4472.0,996.0,-1.0,352651.0,-1.0,1678.0,6383.0,36.0,29615.0,35058.0,151.0,41.0,52791.0,-1.0,266363.0,-1.0,25100.0,70.0,16597.0,530000.0,-1.0,1600.0,94.0,24520.0,32192.0,5000.0,-1.0,151.0,-1.0,-1.0,1600.0,342035.0,16267.0,600.0,4905.0,178.0,470.0,125404.0,210.0,51.0,3099.0,71125.0,4796.0,180.0,4115.0,459.0,7196.0,27569.0,6200.0,4472.0,80.0,115000.0,-1.0,2500.0,2000.0,20402.0,-1.0
1992,803617.0,12778.0,62043.0,19140.0,79629.0,122360.0,35000.0,2332.0,7.0,30000.0,38000.0,203.0,55000.0,93968.0,726512.0,4289.0,950.0,-1.0,406587.0,-1.0,907.0,7314.0,30.0,31674.0,34142.0,410.0,36.0,55129.0,-1.0,287600.0,-1.0,32341.0,74.0,16012.0,550000.0,-1.0,1700.0,92.0,21000.0,16914.0,10000.0,-1.0,410.0,-1.0,50.0,1700.0,474193.0,16211.0,600.0,5121.0,178.0,470.0,125360.0,220.0,52.0,3194.0,73818.0,9773.0,250.0,4500.0,565.0,4950.0,14578.0,4000.0,4289.0,0.0,120000.0,-1.0,3000.0,1950.0,21022.0,-1.0
1993,1266720.0,12906.0,55739.0,19900.0,112775.0,152174.0,40000.0,5112.0,7.0,35571.0,45000.0,207.0,55000.0,97537.0,918878.0,5335.0,1050.0,-1.0,422399.0,-1.0,1151.0,7464.0,40.0,35025.0,34166.0,2.0,40.0,56039.0,-1.0,311700.0,-1.0,28894.0,104.0,16335.0,618000.0,-1.0,1800.0,90.0,42762.0,14466.0,15000.0,-1.0,2.0,-1.0,52.0,1800.0,273219.0,10966.0,635.0,5348.0,178.0,282.0,155674.0,220.0,53.0,3290.0,62038.0,14532.0,250.0,4800.0,671.0,5550.0,21271.0,4500.0,5335.0,-1.0,150000.0,-1.0,3500.0,2050.0,22000.0,4448.0
1994,1373460.0,13035.0,57539.0,20300.0,119208.0,116426.0,38000.0,2700.0,8.0,32000.0,52000.0,209.0,55000.0,104250.0,1003997.0,5700.0,1200.0,-1.0,371411.0,-1.0,1814.0,7708.0,36.0,35850.0,52149.0,199.0,50.0,54623.0,-1.0,337814.0,-1.0,28120.0,90.0,15677.0,629000.0,255.0,1900.0,91.0,60665.0,9016.0,17500.0,-1.0,199.0,-1.0,80.0,1900.0,489014.0,12659.0,600.0,5583.0,177.0,420.0,122426.0,230.0,54.0,3381.0,63000.0,21512.0,250.0,4774.0,776.0,6000.0,20344.0,4800.0,5700.0,-1.0,190000.0,-1.0,6000.0,2000.0,24000.0,4696.0
1995,1329670.0,11894.0,57465.0,20600.0,139548.0,137832.0,41000.0,2050.0,8.0,35000.0,54000.0,210.0,55000.0,108409.0,1040746.0,6225.0,1500.0,-1.0,586082.0,-1.0,2041.0,8000.0,35.0,38000.0,72487.0,330.0,47.0,57065.0,-1.0,227154.0,-1.0,23040.0,70.0,16597.0,648000.0,389.0,2000.0,91.0,56000.0,15043.0,20000.0,-1.0,330.0,-1.0,100.0,2000.0,482968.0,14159.0,613.0,5829.0,177.0,420.0,146332.0,230.0,54.0,3500.0,64000.0,15547.0,250.0,4834.0,882.0,5900.0,21105.0,4400.0,6225.0,-1.0,220000.0,-1.0,8500.0,1750.0,25039.0,2013.0
1996,1299330.0,10854.0,60050.0,21500.0,136383.0,136558.0,43000.0,3327.0,8.0,20000.0,51000.0,-1.0,56541.0,113974.0,932960.0,5726.0,1800.0,-1.0,381964.0,-1.0,2041.0,8300.0,34.0,39000.0,80559.0,692.0,48.0,58467.0,-1.0,218833.0,-1.0,19050.0,61.0,16790.0,662000.0,389.0,1958.0,91.0,56000.0,23800.0,22500.0,-1.0,692.0,-1.0,122.0,2100.0,496849.0,13239.0,600.0,6086.0,177.0,420.0,145558.0,240.0,55.0,3589.0,74255.0,12995.0,250.0,5000.0,988.0,5700.0,26795.0,3900.0,5726.0,-1.0,260000.0,1000.0,9000.0,1800.0,26000.0,1174.0
